restaurant_id,total_orders,revenue,avg_rating,avg_preparation_time,cancellation_rate,avg_delivery_time
R00146,185,145046.81,3.980392156862745,14.662721893491124,5.9459459459459465,41.98816568047337
R00147,203,150191.52,2.73109243697479,59.89071038251366,5.41871921182266,64.50819672131148
R00148,213,161574.45,3.7264150943396226,22.0253807106599,4.694835680751173,46.32994923857868
R00149,195,142674.03,3.3603603603603602,36.340782122905026,6.153846153846154,55.98882681564246
R00150,188,133780.78,3.5619047619047617,32.012121212121215,7.446808510638298,51.1030303030303
R00151,172,126985.29,3.117021276595745,46.35897435897436,4.651162790697675,57.48076923076923
R00152,199,133779.86000000002,2.9494949494949494,55.27272727272727,7.537688442211055,61.27840909090909
R00153,198,141290.04,3.2416666666666667,42.358695652173914,3.535353535353535,55.130434782608695
R00154,206,147713.86,3.419047619047619,34.08988764044944,11.650485436893204,52.87640449438202
R00155,217,164862.37,3.058333333333333,45.84615384615385,5.990783410138248,58.65128205128205
R00156,207,147411.65,3.392857142857143,32.294444444444444,11.11111111111111,51.044444444444444
R00157,215,152222.29,3.220183486238532,36.507936507936506,10.232558139534884,54.423280423280424
R00158,192,143022.22,3.536363636363636,35.0635838150289,7.291666666666667,52.30635838150289
R00159,203,152072.46,3.792079207920792,20.77094972067039,9.35960591133005,45.92178770949721
R00160,199,150265.15,2.9901960784313726,47.8,6.030150753768844,58.31666666666667
R00161,206,145106.36,4.019417475728155,12.98936170212766,5.825242718446602,40.452127659574465
R00162,221,151303.26,3.675,18.75,8.144796380090497,45.94
R00163,192,143794.37,2.8,56.188235294117646,8.854166666666668,63.241176470588236
R00164,167,123002.91,3.4578313253012047,23.364864864864863,5.9880239520958085,46.62162162162162
R00165,236,170156.35,3.8547008547008548,17.106280193236714,9.322033898305085,44.67632850241546
R00166,213,159061.6,3.5193798449612403,36.916230366492144,7.511737089201878,52.64921465968586
R00167,188,139736.16,3.5544554455445545,34.319526627218934,7.9787234042553195,51.66863905325444
R00168,201,153537.53,3.5145631067961167,25.650273224043715,7.462686567164178,49.131147540983605
R00169,199,146458.42,3.243478260869565,43.056497175141246,8.542713567839195,55.548022598870055
R00170,209,152899.72,3.4789915966386555,29.03723404255319,5.263157894736842,48.829787234042556
R00171,206,157043.04,3.9159663865546217,11.926701570680628,4.368932038834951,41.76439790575916
R00172,209,150741.3,3.5511811023622046,32.65482233502538,4.784688995215311,50.36548223350254
R00173,206,144368.05,3.408333333333333,38.25396825396825,4.368932038834951,54.31216931216931
R00174,192,148582.92,4.083333333333333,14.080924855491329,7.8125,40.797687861271676
R00175,224,157376.93,4.074380165289257,14.355670103092784,8.928571428571429,41.45876288659794
R00176,190,127542.56,2.977777777777778,47.19512195121951,10.526315789473683,58.55487804878049
R00177,218,152305.92,3.8869565217391306,13.010309278350515,7.79816513761468,43.96907216494845
R00178,200,158152.01,3.106194690265487,49.15675675675676,3.5000000000000004,58.545945945945945
R00179,204,157183.04,3.96,12.463157894736842,2.450980392156863,40.90526315789474
R00180,178,132919.51,3.3106796116504853,37.77070063694268,8.98876404494382,54.24203821656051
R00181,214,154545.21,2.5784313725490198,57.95161290322581,10.74766355140187,66.0752688172043
R00182,203,150978.36,3.336734693877551,36.97872340425532,4.926108374384237,51.8936170212766
R00183,219,173484.58,3.5076923076923077,21.22613065326633,7.30593607305936,47.984924623115575
R00184,210,150414.87,2.7567567567567566,53.20967741935484,7.142857142857142,60.79032258064516
R00185,208,153766.93,3.7666666666666666,24.936507936507937,3.8461538461538463,47.22222222222222
R00186,186,126241.4,2.9494949494949494,58.69090909090909,6.989247311827956,63.75151515151515
R00187,218,146225.08,2.9130434782608696,50.07853403141361,8.256880733944955,58.92146596858639
R00188,202,144201.06,3.2242990654205608,40.25824175824176,7.425742574257425,54.917582417582416
R00189,186,143330.87,3.008771929824561,45.95757575757576,9.67741935483871,57.83030303030303
R00190,206,167936.97,3.24,40.677083333333336,4.854368932038835,54.635416666666664
R00191,191,132562.11,3.480769230769231,31.350877192982455,5.2356020942408374,50.78362573099415
R00192,179,125252.16,3.9583333333333335,13.45,6.145251396648044,41.76875
R00193,186,132734.58,3.871287128712871,26.412790697674417,4.838709677419355,45.80232558139535
R00194,188,137008.85,3.392523364485981,37.8,5.851063829787234,53.970588235294116
R00195,200,147474.53,3.9279279279279278,21.4010989010989,6.0,44.6978021978022
R00196,192,132314.54,3.7604166666666665,22.45086705202312,7.8125,45.641618497109825
R00197,201,143653.75,3.942857142857143,17.43548387096774,6.467661691542288,44.043010752688176
R00198,202,146278.43,2.8981481481481484,49.848314606741575,7.425742574257425,59.51685393258427
R00199,210,152757.5,4.12962962962963,12.431693989071038,9.047619047619047,40.27322404371585
R00200,218,152810.31,3.1769911504424777,42.32,6.422018348623854,55.59
R00201,181,117637.49,3.6597938144329896,32.864197530864196,6.629834254143646,50.15432098765432
R00202,189,137829.77,2.823529411764706,57.64327485380117,6.349206349206349,63.15204678362573
R00203,205,148683.88,3.621359223300971,28.896174863387976,8.780487804878048,51.885245901639344
R00204,200,140017.12,3.2323232323232323,51.08139534883721,10.5,57.895348837209305
R00205,217,152043.73,3.803738317757009,19.300518134715027,9.216589861751153,45.33678756476684
R00206,215,150973.78,2.94392523364486,48.55263157894737,8.837209302325581,60.44210526315789
R00207,217,151125.28,3.9618320610687023,16.106598984771573,7.834101382488479,42.63959390862944
R00208,188,150650.58,3.938775510204082,12.127906976744185,6.382978723404255,40.79651162790697
R00209,193,134363.55,3.941747572815534,18.490909090909092,9.32642487046632,44.35151515151515
R00210,208,155354.55,2.5892857142857144,60.349726775956285,9.134615384615383,66.37158469945355
R00211,199,144907.32,3.913978494623656,14.852941176470589,6.532663316582915,44.01764705882353
R00212,196,134371.2,2.890909090909091,49.54913294797688,7.653061224489796,61.445086705202314
R00213,186,125872.96,3.657142857142857,29.896341463414632,8.60215053763441,49.27439024390244
R00214,183,130330.11,3.681318681318681,17.59375,9.836065573770492,43.61875
R00215,226,158169.52,3.40625,37.68269230769231,5.752212389380531,53.50480769230769
R00216,224,162627.5,3.3252032520325203,40.049019607843135,5.803571428571429,53.6764705882353
R00217,197,151754.7,2.7009345794392523,53.97752808988764,6.091370558375635,64.38764044943821
R00218,210,150779.86,2.7339449541284404,54.317460317460316,6.666666666666667,61.58730158730159
R00219,209,158109.89,3.142857142857143,36.422680412371136,4.784688995215311,54.49484536082474
R00220,198,147975.94,3.9626168224299065,15.368421052631579,8.585858585858585,41.900584795321635
R00221,183,124648.05,2.826530612244898,51.55555555555556,9.289617486338798,61.51234567901235
R00222,212,142835.69,3.3873873873873874,39.989528795811516,7.0754716981132075,53.44502617801047
R00223,193,134839.2,3.00990099009901,49.98245614035088,9.32642487046632,59.83040935672515
R00224,208,160366.13999999998,2.685185185185185,53.88947368421053,4.807692307692308,62.72631578947368
R00225,208,152861.01,3.1333333333333333,45.505494505494504,11.057692307692307,58.027472527472526
R00226,233,173179.92,4.063492063492063,12.908653846153847,7.725321888412018,40.44711538461539
R00227,209,152936.24,3.6106194690265485,30.586387434554975,3.827751196172249,49.204188481675395
R00228,227,166259.45,3.2357723577235773,43.68627450980392,6.607929515418502,56.799019607843135
R00229,212,153861.32,3.4608695652173913,31.20212765957447,6.60377358490566,51.494680851063826
R00230,200,152732.83,3.6228070175438596,22.494565217391305,5.0,46.40760869565217
R00231,205,147489.25,3.580357142857143,28.101604278074866,7.317073170731707,49.1764705882353
R00232,193,139276.32,3.173469387755102,41.482142857142854,11.398963730569948,55.529761904761905
R00233,190,145770.13,2.8,47.39884393063584,2.1052631578947367,59.71098265895954
R00234,216,152409.68,2.9473684210526314,48.89528795811518,7.87037037037037,60.04188481675393
R00235,180,128493.97,2.8854166666666665,58.35849056603774,7.222222222222221,61.9496855345912
R00236,204,137129.83,3.982300884955752,12.721311475409836,6.372549019607843,42.060109289617486
R00237,181,120001.19,3.1551724137931036,46.331288343558285,7.734806629834254,57.5398773006135
R00238,205,143221.04,3.6440677966101696,27.908602150537636,4.878048780487805,49.29032258064516
R00239,208,145462.08000000002,3.853448275862069,16.28421052631579,7.211538461538461,42.40526315789474
R00240,188,135420.36,3.689655172413793,23.4125,10.106382978723403,46.70625
R00241,211,170783.19,3.188976377952756,47.325,2.843601895734597,57.55
R00242,215,153995.41999999998,3.5081967213114753,34.15706806282723,9.30232558139535,51.382198952879584
R00243,188,135771.41,3.377551020408163,30.83529411764706,9.042553191489363,52.37647058823529
R00244,218,158750.5,3.623931623931624,32.05759162303665,10.091743119266056,49.397905759162306
R00245,201,139637.16,2.6639344262295084,58.766666666666666,5.970149253731343,64.66666666666667
R00246,205,140429.09,3.7549019607843137,18.13186813186813,8.292682926829269,46.26373626373626
R00247,219,149613.05,2.962962962962963,45.375,6.8493150684931505,58.36
R00248,211,153606.31,2.955357142857143,46.50785340314136,8.056872037914692,59.09424083769633
R00249,198,146664.5,2.5675675675675675,59.31016042780749,3.535353535353535,65.9572192513369
R00250,178,123954.65,3.1067961165048543,50.842424242424244,4.49438202247191,58.13939393939394
R00251,211,159653.63,2.9292035398230087,50.97837837837838,9.95260663507109,61.443243243243245
R00252,177,128497.34,2.942528735632184,50.43636363636364,5.084745762711865,59.472727272727276
R00253,190,134451.05,3.769230769230769,16.45562130177515,8.947368421052632,44.69230769230769
R00254,204,154641.3,2.8793103448275863,55.659574468085104,4.901960784313726,63.047872340425535
R00255,208,138513.38,3.3135593220338984,33.53225806451613,7.6923076923076925,52.645161290322584
R00256,223,149805.73,3.2018348623853212,49.020725388601036,8.520179372197308,57.46632124352332
R00257,220,170531.32,2.8666666666666667,49.60576923076923,3.6363636363636362,60.63461538461539
R00258,212,146833.96,3.3716814159292037,33.18617021276596,7.0754716981132075,51.611702127659576
R00259,213,158429.05,3.841666666666667,14.862244897959183,5.633802816901409,44.275510204081634
R00260,202,156571.62,3.4649122807017543,29.843243243243244,3.9603960396039604,49.74594594594595
R00261,195,145511.84,3.0792079207920793,48.17142857142857,7.179487179487179,58.37714285714286
R00262,227,165939.47,3.7737226277372264,29.154205607476637,4.405286343612335,48.26168224299065
R00263,197,144624.85,3.3423423423423424,38.174157303370784,6.598984771573605,52.99438202247191
R00264,200,147679.46,3.1481481481481484,45.63428571428572,9.0,58.434285714285714
R00265,202,151789.45,3.7,29.291891891891893,5.9405940594059405,49.62162162162162
R00266,200,135966.21,3.522935779816514,27.3757225433526,10.0,49.68208092485549
R00267,176,127379.4,3.99009900990099,14.018518518518519,4.545454545454546,42.5679012345679
R00268,206,142623.32,3.806451612903226,20.45810055865922,7.766990291262135,45.86033519553072
R00269,184,129660.45999999999,3.648936170212766,30.68553459119497,8.695652173913043,49.61006289308176
R00270,204,129733.96,2.943396226415094,51.66298342541437,6.372549019607843,62.629834254143645
R00271,204,157815.97,3.6576576576576576,23.1878453038674,9.803921568627452,45.48066298342541
R00272,207,145931.06,2.889908256880734,54.109375,4.3478260869565215,62.734375
R00273,186,142617.54,3.3333333333333335,37.40350877192982,5.913978494623656,54.514619883040936
R00274,218,154777.16,3.9224806201550386,13.669950738916256,5.5045871559633035,41.23152709359606
R00275,191,148843.7,3.6454545454545455,24.85,4.712041884816754,47.84444444444444
R00276,213,153346.81,3.060344827586207,47.47738693467337,2.8169014084507045,58.743718592964825
R00277,184,123152.19,3.625,31.640243902439025,7.608695652173914,49.90853658536585
R00278,219,160313.87,3.7889908256880735,21.851282051282052,7.76255707762557,45.01025641025641
R00279,197,148932.01,3.6486486486486487,29.06179775280899,7.1065989847715745,49.758426966292134
R00280,212,161955.9,3.9237288135593222,14.505263157894737,7.547169811320755,42.88421052631579
R00281,184,132624.21,3.4269662921348316,27.639240506329113,9.239130434782608,49.45569620253165
R00282,210,156128.75,3.4596774193548385,29.724867724867725,7.142857142857142,49.523809523809526
R00283,210,162665.84,2.9237288135593222,50.744791666666664,5.714285714285714,61.234375
R00284,175,119749.34,4.0,15.363057324840764,8.0,41.503184713375795
R00285,215,167299.98,3.744,23.064356435643564,4.186046511627907,46.54455445544554
R00286,204,145298.29,3.110091743119266,45.938202247191015,6.372549019607843,57.76966292134831
R00287,200,132550.78,3.9727272727272727,15.478260869565217,5.5,42.46195652173913
R00288,218,155407.01,3.896551724137931,15.071065989847716,6.422018348623854,44.08121827411168
R00289,204,160358.76,3.596774193548387,33.31016042780749,5.392156862745098,50.57219251336898
R00290,184,136494.8,3.3366336633663365,38.017857142857146,6.521739130434782,54.51190476190476
R00291,190,134820.34,3.3142857142857145,37.64670658682635,8.947368421052632,53.59281437125748
R00292,200,146670.22,4.105263157894737,12.494444444444444,7.000000000000001,40.95
R00293,210,142498.5,3.8446601941747574,15.122340425531915,4.761904761904762,43.09574468085106
R00294,209,161229.72,3.2241379310344827,42.72251308900523,5.263157894736842,56.90575916230367
R00295,205,158238.68,3.762295081967213,21.413612565445025,3.414634146341464,46.109947643979055
R00296,201,160744.31,3.6363636363636362,31.043478260869566,5.970149253731343,52.20652173913044
R00297,218,163635.89,4.073770491803279,13.965,6.8807339449541285,41.865
R00298,178,129675.18,2.8137254901960786,54.484848484848484,3.932584269662921,60.345454545454544
R00299,213,153137.62,2.934959349593496,58.44041450777202,7.511737089201878,63.487046632124354
R00300,170,126750.3,3.857142857142857,15.812903225806451,4.705882352941177,42.85806451612903
R00301,236,180060.14,3.954198473282443,12.780821917808218,5.932203389830509,42.23744292237443
R00302,200,143789.02,3.8130841121495327,21.60989010989011,5.0,45.24175824175824
R00303,201,155091.39,3.4134615384615383,31.845744680851062,4.477611940298507,51.148936170212764
R00304,178,135385.94,3.106382978723404,44.93125,8.426966292134832,59.2
R00305,210,152519.0,3.381818181818182,35.079787234042556,7.6190476190476195,52.3936170212766
R00306,205,143181.85,3.7474747474747474,18.65193370165746,6.829268292682928,45.193370165745854
R00307,183,132380.62,3.443298969072165,32.47904191616767,6.557377049180328,50.83832335329341
R00308,213,157489.44,3.874015748031496,13.89119170984456,6.572769953051644,43.32124352331606
R00309,195,138379.85,3.21875,43.432748538011694,8.205128205128204,56.75438596491228
R00310,230,165417.81,2.8264462809917354,46.52173913043478,7.391304347826087,59.64734299516908
R00311,202,148029.73,3.991228070175439,17.51098901098901,5.9405940594059405,42.47802197802198
R00312,196,145221.07,3.2831858407079646,42.80874316939891,4.081632653061225,53.830601092896174
R00313,212,169220.41,3.017391304347826,46.28934010152284,5.660377358490567,58.954314720812185
R00314,214,149339.53,3.906779661016949,15.320855614973262,6.5420560747663545,43.9572192513369
R00315,197,137216.92,3.9207920792079207,16.514285714285716,7.614213197969544,43.48571428571429
R00316,189,128371.42,2.74,54.23312883435583,8.465608465608465,63.4601226993865
R00317,201,157590.13,2.8333333333333335,50.06521739130435,6.965174129353234,60.46739130434783
R00318,191,124231.74,3.198019801980198,48.31055900621118,9.947643979057592,61.52173913043478
R00319,196,150387.82,3.055045871559633,44.727777777777774,4.591836734693878,57.855555555555554
R00320,186,142500.32,3.9423076923076925,14.982456140350877,4.301075268817205,42.21637426900585
R00321,197,143942.06,4.009433962264151,12.853932584269662,4.060913705583756,42.30898876404494
R00322,197,142331.65,3.7383177570093458,26.10857142857143,5.583756345177665,49.05714285714286
R00323,184,123833.13,3.568421052631579,28.572327044025158,6.521739130434782,48.710691823899374
R00324,208,140539.86,2.8214285714285716,53.93121693121693,6.730769230769231,61.01058201058201
