customer_id,total_orders,avg_order_value,total_spending,ordering_frequency,avg_rating_given,weekend_orders,late_night_orders,cluster,customer_segment,dbscan_cluster
C000053,7,730.1014285714285,5110.71,1.1666666666666667,3.8333333333333335,2,0,0,Budget Occasional Customers,0
C000054,13,623.9092307692307,8110.82,1.0833333333333333,3.7142857142857144,4,1,0,Budget Occasional Customers,0
C000055,5,1047.084,5235.42,1.25,4.0,1,1,1,Premium Basket Customers,0
C000056,11,790.6827272727273,8697.51,1.375,3.2,5,2,2,Frequent High-Value Customers,0
C000057,11,964.6863636363636,10611.55,1.8333333333333333,3.5,3,2,2,Frequent High-Value Customers,0
C000058,8,1095.40625,8763.25,1.1428571428571428,3.4,4,2,1,Premium Basket Customers,0
C000059,13,1115.7215384615386,14504.380000000001,1.1818181818181819,4.0,4,1,1,Premium Basket Customers,0
C000060,8,552.24,4417.92,1.6,3.0,3,2,0,Budget Occasional Customers,0
C000061,15,943.5233333333333,14152.85,1.3636363636363635,2.857142857142857,4,5,2,Frequent High-Value Customers,0
C000062,5,992.2139999999999,4961.07,1.0,3.0,1,2,1,Premium Basket Customers,0
C000063,7,850.7742857142857,5955.42,1.0,3.8,3,0,0,Budget Occasional Customers,0
C000064,16,817.9375,13087.0,1.4545454545454546,3.5555555555555554,9,0,2,Frequent High-Value Customers,0
C000065,12,471.44166666666666,5657.3,1.3333333333333333,3.4285714285714284,4,3,2,Frequent High-Value Customers,0
C000066,6,1013.0983333333334,6078.59,1.2,3.0,0,2,1,Premium Basket Customers,0
C000067,12,805.5558333333333,9666.67,1.3333333333333333,3.857142857142857,3,3,2,Frequent High-Value Customers,0
C000068,9,813.4344444444445,7320.91,1.125,3.25,1,1,1,Premium Basket Customers,0
C000069,6,903.515,5421.09,1.5,3.1666666666666665,4,0,1,Premium Basket Customers,0
C000070,12,777.2075,9326.49,1.3333333333333333,3.5,3,3,2,Frequent High-Value Customers,0
C000071,7,674.0942857142857,4718.66,1.4,3.8,2,2,0,Budget Occasional Customers,0
C000072,11,985.3918181818182,10839.31,1.2222222222222223,3.4285714285714284,5,2,2,Frequent High-Value Customers,0
C000073,6,1103.6683333333333,6622.01,1.0,3.25,3,1,1,Premium Basket Customers,0
C000074,7,820.5928571428573,5744.150000000001,1.1666666666666667,3.75,3,0,0,Budget Occasional Customers,0
C000075,13,702.5923076923077,9133.7,1.4444444444444444,3.125,3,5,2,Frequent High-Value Customers,0
C000076,5,1180.804,5904.02,1.25,3.6666666666666665,3,1,1,Premium Basket Customers,0
C000077,11,840.3790909090909,9244.17,1.5714285714285714,3.4,3,2,2,Frequent High-Value Customers,0
C000078,14,992.7292857142858,13898.210000000001,1.1666666666666667,2.8333333333333335,6,3,2,Frequent High-Value Customers,0
C000079,6,846.3716666666666,5078.23,1.2,4.0,0,2,0,Budget Occasional Customers,0
C000080,11,652.9863636363636,7182.85,1.2222222222222223,3.7142857142857144,4,3,2,Frequent High-Value Customers,0
C000081,10,795.7180000000001,7957.18,1.25,3.8,4,1,0,Budget Occasional Customers,0
C000082,8,855.90375,6847.23,1.1428571428571428,3.125,4,3,1,Premium Basket Customers,0
C000083,9,915.8944444444446,8243.050000000001,1.5,3.75,4,1,2,Frequent High-Value Customers,0
C000084,4,493.5475,1974.19,1.0,4.0,0,1,0,Budget Occasional Customers,0
C000085,15,747.374,11210.61,1.6666666666666667,3.727272727272727,4,3,2,Frequent High-Value Customers,0
C000086,9,1137.1544444444444,10234.39,1.8,3.5714285714285716,4,0,1,Premium Basket Customers,-1
C000087,7,818.9414285714286,5732.59,1.1666666666666667,3.75,3,1,0,Budget Occasional Customers,0
C000088,5,461.582,2307.91,1.25,3.0,0,0,0,Budget Occasional Customers,0
C000089,8,811.77,6494.16,1.3333333333333333,4.5,5,3,2,Frequent High-Value Customers,0
C000090,6,704.465,4226.79,1.0,2.6666666666666665,1,0,0,Budget Occasional Customers,0
C000091,13,640.4515384615383,8325.869999999999,1.1818181818181819,4.25,4,3,2,Frequent High-Value Customers,0
C000092,10,924.0290000000001,9240.29,1.25,2.7142857142857144,5,2,2,Frequent High-Value Customers,0
C000093,9,464.15222222222224,4177.37,1.2857142857142858,3.8,2,0,0,Budget Occasional Customers,0
C000094,7,874.0671428571429,6118.47,1.4,3.6666666666666665,4,2,2,Frequent High-Value Customers,0
C000095,7,744.9142857142857,5214.4,1.4,3.4,3,2,0,Budget Occasional Customers,0
C000096,9,768.2077777777779,6913.870000000001,1.125,3.6,2,1,0,Budget Occasional Customers,0
C000097,10,793.338,7933.38,1.4285714285714286,3.8,1,3,2,Frequent High-Value Customers,0
C000098,7,703.8828571428572,4927.18,1.1666666666666667,4.0,3,2,0,Budget Occasional Customers,0
C000099,8,1035.10625,8280.85,2.0,4.5,5,2,2,Frequent High-Value Customers,-1
C000100,10,873.866,8738.66,1.1111111111111112,3.8333333333333335,3,2,1,Premium Basket Customers,0
C000101,7,490.1028571428571,3430.72,1.1666666666666667,2.8,3,3,0,Budget Occasional Customers,0
C000102,9,675.6355555555556,6080.72,1.2857142857142858,3.2,3,3,2,Frequent High-Value Customers,0
C000103,8,772.8987500000001,6183.1900000000005,1.3333333333333333,3.25,3,2,0,Budget Occasional Customers,0
C000104,7,999.5242857142857,6996.67,1.1666666666666667,4.0,1,1,1,Premium Basket Customers,0
C000105,15,763.7860000000001,11456.79,1.5,4.0,4,0,2,Frequent High-Value Customers,0
C000106,13,834.1261538461538,10843.64,1.8571428571428572,3.625,2,4,2,Frequent High-Value Customers,0
C000107,9,833.3633333333332,7500.2699999999995,1.8,3.142857142857143,2,3,2,Frequent High-Value Customers,0
C000108,13,986.9553846153847,12830.42,1.1818181818181819,3.6666666666666665,5,1,2,Frequent High-Value Customers,0
C000109,5,718.478,3592.39,1.0,3.8,2,1,0,Budget Occasional Customers,0
C000110,13,898.506923076923,11680.59,1.625,3.3333333333333335,2,1,2,Frequent High-Value Customers,0
C000111,11,623.5918181818182,6859.51,1.5714285714285714,2.857142857142857,5,1,2,Frequent High-Value Customers,0
C000112,7,713.2728571428571,4992.91,1.4,3.5,4,1,0,Budget Occasional Customers,0
C000113,3,779.6933333333333,2339.08,1.0,3.0,2,0,0,Budget Occasional Customers,0
C000114,7,671.9685714285714,4703.78,1.1666666666666667,3.4,3,0,0,Budget Occasional Customers,0
C000115,8,690.63375,5525.07,1.1428571428571428,3.5,4,0,0,Budget Occasional Customers,0
C000116,8,1099.07375,8792.59,1.3333333333333333,3.8,2,4,1,Premium Basket Customers,0
C000117,7,787.7828571428571,5514.48,1.4,2.8333333333333335,2,1,1,Premium Basket Customers,0
C000118,8,619.28625,4954.29,1.1428571428571428,3.5,3,1,0,Budget Occasional Customers,0
C000119,10,670.633,6706.33,1.25,3.0,6,0,2,Frequent High-Value Customers,0
C000120,4,771.355,3085.42,1.0,3.6666666666666665,2,2,0,Budget Occasional Customers,0
C000121,9,648.6755555555555,5838.08,1.125,3.0,4,1,0,Budget Occasional Customers,0
C000122,11,844.080909090909,9284.89,1.5714285714285714,2.8333333333333335,5,1,2,Frequent High-Value Customers,0
C000123,9,476.87888888888887,4291.91,1.2857142857142858,3.1666666666666665,2,0,0,Budget Occasional Customers,0
C000124,11,604.9518181818181,6654.469999999999,1.2222222222222223,3.5555555555555554,8,3,2,Frequent High-Value Customers,0
C000125,15,1069.1526666666666,16037.29,1.25,3.5555555555555554,8,1,2,Frequent High-Value Customers,0
C000126,7,844.5842857142858,5912.09,1.1666666666666667,3.3333333333333335,1,0,1,Premium Basket Customers,0
C000127,8,690.61,5524.88,1.1428571428571428,3.2,2,1,0,Budget Occasional Customers,0
C000128,5,1055.0,5275.0,1.0,3.5,2,0,1,Premium Basket Customers,0
C000129,10,669.8109999999999,6698.11,1.25,3.6666666666666665,4,0,0,Budget Occasional Customers,0
C000130,11,696.6472727272727,7663.12,1.2222222222222223,3.7142857142857144,3,0,0,Budget Occasional Customers,0
C000131,8,828.6775,6629.42,1.1428571428571428,3.6666666666666665,1,1,0,Budget Occasional Customers,0
C000132,10,1074.077,10740.77,1.25,3.5,2,1,1,Premium Basket Customers,0
C000133,8,765.5225,6124.18,1.3333333333333333,3.2,4,2,2,Frequent High-Value Customers,0
C000134,13,762.2546153846154,9909.31,1.3,3.4285714285714284,4,5,2,Frequent High-Value Customers,0
C000135,7,981.2985714285714,6869.09,1.1666666666666667,2.0,4,1,1,Premium Basket Customers,0
C000136,8,616.38375,4931.07,1.3333333333333333,2.0,2,2,0,Budget Occasional Customers,0
C000137,12,1025.325,12303.9,1.0909090909090908,2.75,5,1,1,Premium Basket Customers,0
C000138,6,832.7683333333333,4996.61,1.2,2.5,3,0,1,Premium Basket Customers,0
C000139,8,910.8125,7286.5,1.1428571428571428,3.0,3,3,1,Premium Basket Customers,0
C000140,9,763.0522222222221,6867.469999999999,1.5,4.0,4,2,2,Frequent High-Value Customers,0
C000141,11,999.0100000000001,10989.11,1.375,3.125,1,0,1,Premium Basket Customers,0
C000142,5,575.162,2875.8100000000004,1.0,4.0,0,1,0,Budget Occasional Customers,0
C000143,5,820.3520000000001,4101.76,1.0,5.0,2,0,0,Budget Occasional Customers,0
C000144,8,716.3475,5730.78,1.1428571428571428,2.5714285714285716,3,0,0,Budget Occasional Customers,0
C000145,14,449.1635714285714,6288.29,1.4,2.888888888888889,5,1,2,Frequent High-Value Customers,0
C000146,10,1021.701,10217.01,1.4285714285714286,3.25,5,4,2,Frequent High-Value Customers,0
C000147,4,548.51,2194.04,1.0,3.5,1,1,0,Budget Occasional Customers,0
C000148,9,1020.2611111111112,9182.35,1.8,4.0,4,2,2,Frequent High-Value Customers,0
C000149,8,941.83,7534.64,1.6,2.8333333333333335,3,2,2,Frequent High-Value Customers,0
C000150,10,667.48,6674.8,1.25,3.8333333333333335,2,0,0,Budget Occasional Customers,0
C000151,17,1075.1135294117648,18276.93,1.3076923076923077,2.625,4,5,2,Frequent High-Value Customers,0
C000152,10,991.618,9916.18,1.4285714285714286,3.5,2,2,1,Premium Basket Customers,0
C000153,13,782.1523076923077,10167.98,1.3,3.3333333333333335,7,4,2,Frequent High-Value Customers,0
C000154,12,788.1374999999999,9457.65,1.2,4.142857142857143,4,3,2,Frequent High-Value Customers,0
C000155,10,808.478,8084.78,1.0,3.5714285714285716,2,0,0,Budget Occasional Customers,0
C000156,12,867.2233333333334,10406.68,1.0909090909090908,3.6666666666666665,3,3,2,Frequent High-Value Customers,0
C000157,9,889.798888888889,8008.1900000000005,1.2857142857142858,3.25,3,2,1,Premium Basket Customers,0
C000158,6,649.775,3898.65,1.0,3.75,2,0,0,Budget Occasional Customers,0
C000159,9,831.9188888888889,7487.27,1.0,4.0,2,2,0,Budget Occasional Customers,0
C000160,9,781.8622222222223,7036.76,1.2857142857142858,3.142857142857143,2,0,0,Budget Occasional Customers,0
C000161,6,707.1716666666666,4243.03,1.2,3.3333333333333335,3,1,0,Budget Occasional Customers,0
C000162,13,900.2946153846153,11703.83,1.4444444444444444,3.7777777777777777,5,1,2,Frequent High-Value Customers,0
C000163,8,797.50375,6380.03,1.1428571428571428,4.2,2,0,0,Budget Occasional Customers,0
C000164,8,847.6675,6781.34,2.0,4.666666666666667,3,2,2,Frequent High-Value Customers,-1
C000165,12,1072.2333333333333,12866.8,1.2,2.2857142857142856,4,2,1,Premium Basket Customers,0
C000166,9,741.9133333333334,6677.22,1.125,3.6666666666666665,4,1,0,Budget Occasional Customers,0
C000167,14,653.3171428571429,9146.44,1.5555555555555556,3.5,6,3,2,Frequent High-Value Customers,0
C000168,13,736.0515384615385,9568.67,1.3,3.875,7,4,2,Frequent High-Value Customers,0
C000169,8,1117.63875,8941.11,1.6,3.8333333333333335,3,2,1,Premium Basket Customers,0
C000170,12,880.9791666666666,10571.75,2.0,3.5714285714285716,4,2,2,Frequent High-Value Customers,0
C000171,11,738.7963636363637,8126.76,1.5714285714285714,2.6666666666666665,5,1,2,Frequent High-Value Customers,0
C000172,10,464.1700000000001,4641.700000000001,1.4285714285714286,3.5,3,1,0,Budget Occasional Customers,0
C000173,8,638.0387499999999,5104.3099999999995,1.3333333333333333,3.8,1,0,0,Budget Occasional Customers,0
C000174,7,749.4171428571428,5245.92,1.1666666666666667,3.0,0,3,0,Budget Occasional Customers,0
C000175,14,753.1228571428571,10543.72,1.1666666666666667,3.1666666666666665,3,1,2,Frequent High-Value Customers,0
C000176,10,975.909,9759.09,1.25,3.3333333333333335,3,2,1,Premium Basket Customers,0
C000177,6,665.0733333333334,3990.44,1.2,1.0,2,0,1,Premium Basket Customers,0
C000178,6,816.41,4898.46,1.2,5.0,0,2,0,Budget Occasional Customers,0
C000179,8,659.70375,5277.63,1.1428571428571428,3.0,3,0,0,Budget Occasional Customers,0
C000180,5,605.418,3027.09,1.25,4.0,0,1,0,Budget Occasional Customers,0
C000181,7,482.9585714285714,3380.71,1.4,2.75,1,0,0,Budget Occasional Customers,0
C000182,8,702.13375,5617.07,1.3333333333333333,3.6,6,5,2,Frequent High-Value Customers,0
C000183,9,1044.3477777777778,9399.13,1.2857142857142858,3.8,4,1,1,Premium Basket Customers,0
C000184,6,831.6716666666666,4990.03,1.2,3.6,4,2,0,Budget Occasional Customers,0
C000185,9,525.77,4731.93,1.2857142857142858,3.0,2,1,0,Budget Occasional Customers,0
C000186,10,814.3100000000001,8143.1,1.1111111111111112,3.888888888888889,4,2,0,Budget Occasional Customers,0
C000187,6,358.16166666666663,2148.97,1.2,2.0,1,1,0,Budget Occasional Customers,0
C000188,10,669.847,6698.47,1.1111111111111112,3.1666666666666665,1,1,0,Budget Occasional Customers,0
C000189,13,752.4815384615384,9782.26,1.4444444444444444,3.3,4,2,2,Frequent High-Value Customers,0
C000190,5,733.21,3666.05,1.0,3.5,2,0,0,Budget Occasional Customers,0
C000191,16,793.87375,12701.98,1.3333333333333333,2.875,7,3,2,Frequent High-Value Customers,0
C000192,7,1034.6457142857143,7242.52,1.75,3.5,2,3,2,Frequent High-Value Customers,0
C000193,14,930.095,13021.33,1.4,3.2857142857142856,5,2,2,Frequent High-Value Customers,0
C000194,9,720.7644444444445,6486.88,1.2857142857142858,4.0,3,2,0,Budget Occasional Customers,0
C000195,10,777.23,7772.3,1.1111111111111112,3.5714285714285716,5,2,2,Frequent High-Value Customers,0
C000196,9,1003.24,9029.16,1.125,3.3333333333333335,4,6,2,Frequent High-Value Customers,0
C000197,8,581.5175,4652.14,1.3333333333333333,2.142857142857143,3,0,0,Budget Occasional Customers,0
C000198,8,887.21875,7097.75,1.3333333333333333,4.0,4,1,1,Premium Basket Customers,0
C000199,9,955.2766666666666,8597.49,1.125,2.5,4,2,1,Premium Basket Customers,0
C000200,5,730.688,3653.44,1.0,4.0,0,0,0,Budget Occasional Customers,0
C000201,13,817.0799999999999,10622.039999999999,1.4444444444444444,3.5714285714285716,4,0,2,Frequent High-Value Customers,0
C000202,7,952.13,6664.91,1.1666666666666667,3.6666666666666665,4,2,1,Premium Basket Customers,0
C000203,8,892.28375,7138.27,1.0,3.75,1,1,1,Premium Basket Customers,0
C000204,11,735.6472727272727,8092.12,1.375,3.8333333333333335,4,3,2,Frequent High-Value Customers,0
C000205,7,973.0471428571428,6811.33,1.1666666666666667,4.0,2,0,1,Premium Basket Customers,0
C000206,10,799.394,7993.9400000000005,1.4285714285714286,3.75,5,1,2,Frequent High-Value Customers,0
C000207,11,801.0372727272727,8811.41,1.375,3.5,5,1,2,Frequent High-Value Customers,0
C000208,7,1116.5157142857142,7815.61,1.1666666666666667,3.0,4,2,1,Premium Basket Customers,0
C000209,9,786.4244444444444,7077.82,1.2857142857142858,3.6,1,2,0,Budget Occasional Customers,0
C000210,5,968.2959999999999,4841.48,1.25,3.25,2,0,1,Premium Basket Customers,0
C000211,6,773.375,4640.25,1.5,3.25,1,2,0,Budget Occasional Customers,0
C000212,5,636.7059999999999,3183.5299999999997,1.0,2.6,1,1,0,Budget Occasional Customers,0
C000213,11,793.5163636363636,8728.68,1.375,4.0,4,4,2,Frequent High-Value Customers,0
C000214,11,788.58,8674.380000000001,1.1,3.25,2,2,0,Budget Occasional Customers,0
C000215,12,578.4708333333333,6941.65,1.2,3.25,3,3,2,Frequent High-Value Customers,0
C000216,8,852.3987500000001,6819.1900000000005,1.1428571428571428,2.6666666666666665,3,0,1,Premium Basket Customers,0
C000217,12,763.9341666666666,9167.21,1.2,3.4285714285714284,2,0,0,Budget Occasional Customers,0
C000218,15,873.598,13103.97,1.3636363636363635,3.1818181818181817,6,4,2,Frequent High-Value Customers,0
C000219,6,914.0566666666667,5484.34,1.0,3.6666666666666665,3,2,1,Premium Basket Customers,0
C000220,9,683.5222222222222,6151.7,1.2857142857142858,3.75,2,3,0,Budget Occasional Customers,0
C000221,4,784.11,3136.44,1.0,4.5,1,1,0,Budget Occasional Customers,0
C000222,8,820.4437499999999,6563.549999999999,1.1428571428571428,3.7142857142857144,1,2,0,Budget Occasional Customers,0
C000223,8,849.05375,6792.43,1.1428571428571428,3.8,3,2,0,Budget Occasional Customers,0
C000224,10,1095.067,10950.67,1.4285714285714286,3.4444444444444446,3,2,1,Premium Basket Customers,0
C000225,11,801.9409090909091,8821.35,1.2222222222222223,3.0,5,1,2,Frequent High-Value Customers,0
C000226,9,903.0022222222223,8127.02,1.2857142857142858,3.0,2,2,1,Premium Basket Customers,0
C000227,5,889.1479999999999,4445.74,1.25,2.0,1,0,1,Premium Basket Customers,0
C000228,8,894.4,7155.2,1.1428571428571428,3.25,4,3,1,Premium Basket Customers,0
C000229,14,775.6257142857143,10858.76,1.2727272727272727,3.875,9,3,2,Frequent High-Value Customers,0
C000230,7,937.5228571428571,6562.66,1.1666666666666667,3.0,3,0,1,Premium Basket Customers,0
C000231,14,1016.0578571428571,14224.81,1.4,3.5454545454545454,3,1,2,Frequent High-Value Customers,0
C000232,7,1104.9985714285715,7734.99,1.4,3.5714285714285716,3,0,1,Premium Basket Customers,0
C000233,11,676.4354545454545,7440.79,1.2222222222222223,2.857142857142857,5,2,2,Frequent High-Value Customers,0
C000234,10,864.479,8644.79,1.25,3.1666666666666665,6,2,2,Frequent High-Value Customers,0
C000235,8,745.6125,5964.9,1.3333333333333333,3.6666666666666665,3,1,0,Budget Occasional Customers,0
C000236,8,826.985,6615.88,1.3333333333333333,3.5,2,3,0,Budget Occasional Customers,0
C000237,11,709.5854545454546,7805.4400000000005,1.375,3.5,3,3,2,Frequent High-Value Customers,0
C000238,6,950.2916666666666,5701.75,1.0,4.0,2,0,1,Premium Basket Customers,0
C000239,4,1210.8400000000001,4843.360000000001,1.0,4.0,3,2,1,Premium Basket Customers,0
C000240,9,685.4766666666667,6169.29,1.125,3.4,2,3,0,Budget Occasional Customers,0
C000241,3,530.7133333333333,1592.1399999999999,1.0,3.0,1,1,0,Budget Occasional Customers,0
C000242,7,808.5614285714286,5659.93,1.4,3.2,2,1,1,Premium Basket Customers,0
C000243,11,742.4227272727272,8166.65,1.375,3.0,4,3,2,Frequent High-Value Customers,0
C000244,9,521.6777777777778,4695.1,1.125,4.166666666666667,3,2,0,Budget Occasional Customers,0
C000245,9,1043.8455555555556,9394.61,1.5,3.8333333333333335,3,2,1,Premium Basket Customers,0
C000246,9,1022.0355555555556,9198.32,1.125,3.6,7,2,2,Frequent High-Value Customers,0
C000247,7,861.3557142857143,6029.49,1.1666666666666667,4.2,4,1,0,Budget Occasional Customers,0
C000248,6,731.4,4388.4,1.2,3.25,1,1,0,Budget Occasional Customers,0
C000249,10,952.909,9529.09,1.6666666666666667,3.5,3,3,2,Frequent High-Value Customers,0
C000250,15,442.1553333333333,6632.33,1.5,3.375,6,5,2,Frequent High-Value Customers,0
C000251,9,1020.9000000000001,9188.1,1.2857142857142858,3.8333333333333335,4,1,1,Premium Basket Customers,0
C000252,8,870.2149999999999,6961.719999999999,1.1428571428571428,3.0,4,0,1,Premium Basket Customers,0
C000253,12,723.0333333333333,8676.4,1.2,3.25,3,3,2,Frequent High-Value Customers,0
C000254,5,796.868,3984.34,1.25,3.6666666666666665,2,2,0,Budget Occasional Customers,0
C000255,4,288.84499999999997,1155.3799999999999,1.0,4.0,1,2,0,Budget Occasional Customers,0
C000256,9,432.2744444444445,3890.4700000000003,1.5,3.3333333333333335,5,0,0,Budget Occasional Customers,0
C000257,10,819.365,8193.65,1.25,3.6666666666666665,4,1,0,Budget Occasional Customers,0
C000258,11,560.11,6161.21,1.2222222222222223,4.142857142857143,3,2,0,Budget Occasional Customers,0
C000259,6,965.4866666666667,5792.92,1.2,3.0,2,1,1,Premium Basket Customers,0
C000260,10,1106.991,11069.91,1.1111111111111112,3.5,3,2,1,Premium Basket Customers,0
C000261,10,888.908,8889.08,1.25,3.2,2,2,1,Premium Basket Customers,0
C000262,7,647.4671428571429,4532.27,1.1666666666666667,3.0,2,1,0,Budget Occasional Customers,0
C000263,5,657.232,3286.16,1.0,5.0,3,2,0,Budget Occasional Customers,0
C000264,13,1014.1007692307692,13183.31,1.1818181818181819,3.25,5,0,2,Frequent High-Value Customers,0
C000265,5,1372.556,6862.78,1.25,4.5,1,0,1,Premium Basket Customers,0
C000266,8,888.15375,7105.23,2.0,3.75,2,2,2,Frequent High-Value Customers,0
C000267,9,837.6622222222222,7538.96,1.2857142857142858,3.625,2,3,0,Budget Occasional Customers,0
C000268,9,737.4922222222223,6637.43,1.5,4.0,1,2,0,Budget Occasional Customers,0
C000269,15,828.4546666666666,12426.82,1.5,3.272727272727273,4,6,2,Frequent High-Value Customers,0
C000270,13,736.44,9573.720000000001,1.1818181818181819,3.7777777777777777,5,2,2,Frequent High-Value Customers,0
C000271,9,809.6388888888889,7286.75,1.125,3.4,2,3,0,Budget Occasional Customers,0
C000272,12,642.12,7705.4400000000005,1.3333333333333333,3.3333333333333335,5,4,2,Frequent High-Value Customers,0
C000273,10,897.3620000000001,8973.62,1.25,3.8333333333333335,5,4,2,Frequent High-Value Customers,0
C000274,5,1045.684,5228.42,1.25,3.3333333333333335,3,0,1,Premium Basket Customers,0
C000275,6,699.0300000000001,4194.18,1.2,3.4,1,0,0,Budget Occasional Customers,0
C000276,7,808.5,5659.5,1.0,3.25,1,1,0,Budget Occasional Customers,0
C000277,2,836.1200000000001,1672.2400000000002,1.0,1.0,1,0,1,Premium Basket Customers,1
C000278,9,818.5566666666667,7367.01,1.125,3.5,4,4,2,Frequent High-Value Customers,0
C000279,9,824.021111111111,7416.19,1.2857142857142858,3.6,3,1,0,Budget Occasional Customers,0
C000280,8,712.83125,5702.65,1.0,2.8333333333333335,3,3,0,Budget Occasional Customers,0
